0,25
0,12
0,27
0,35
0,35
0,28
0,37
0,26
0,0
0,8
0,0
0,2
0,6
0,57
0,27
0,26
0,20
0,15
0,14
56951.66,64
0,8
0,57
56951.66,61
0,37
0,47
0,0
0,6
0,6
0,7
0,33
0,29
54761.21,68
0,0
0,8
0,9
0,34
0,19
0,56
0,28
0,41
0,39
0,0
0,3
47459.718,89
0,49
47459.718,91
0,38
0,49
0,32
0,25
0,28
0,33
0,9
0,16
0,34
0,54
0,42
52733.019,86
0,29
52733.019,92
0,58
0,35
52733.019,79
0,0
0,0
0,0
0,1
0,24
0,14
0,33
0,50
0,0
0,53
0,0
47459.718,80
0,16
0,48
56951.66,82
0,13
0,17
0,7
0,9
0,41
0,47
0,0
0,0
0,43
0,33
0,4
0,0
0,6
0,51
0,28
0,44
0,32
0,0
0,19
0,0
0,0
0,0
0,0
0,0
0,26
0,0
0,51
56951.66,70
0,53
0,40
0,22
0,43
0,33
0,54
0,3
0,0
0,7
0,0
54761.21,73
0,56
0,27
59324.652,68
47459.718,85
0,32
0,15
56951.66,62
0,28
56951.66,64
0,24
56951.66,70
0,16
0,58
0,28
0,0
0,6
0,3
52733.019,102
0,39
0,33
0,39
0,40
0,0
0,0
0,0
0,2
0,0
0,0
0,30
0,0
0,4
0,0
0,5
54761.21,79
0,17
0,30
0,20
0,30
0,49
0,51
0,11
0,17
0,0
0,15
0,16
0,11
0,0
0,0
0,0
0,14
0,27
52733.019,89
0,55
0,34
0,44
0,57
0,26
0,43
0,24
0,46
0,0
0,0
0,0
0,2
0,0
0,0
47459.718,89
0,35
52733.019,92
0,26
0,52
0,60
56951.66,71
0,25
52733.019,99
0,29
0,18
0,31
0,12
0,15
0,32
0,42
0,2
0,2
0,0
0,0
0,1
47459.718,79
0,38
0,31
0,40
0,20
0,49
0,9
0,0
0,36
0,30
0,12
0,28
0,18
0,39
0,43
0,56
0,59
0,30
0,15
0,40
0,28
0,54
0,24
0,43
0,20
0,20
52733.019,75
50849.699,84
0,34
0,43
0,39
47459.718,81
0,20
0,37
0,38
0,57
0,35
0,28
0,27
0,41
0,28
0,33
0,31
0,53
0,39
0,42
0,20
0,32
0,21
0,41
0,2
0,0
0,2
0,0
0,0
0,0
0,4
47459.718,83
0,29
0,29
0,20
0,59
0,33
56951.66,65
0,40
0,11
0,9
47459.718,83
0,59
0,22
0,38
0,25
0,26
0,28
0,25
0,24
0,25
0,23
0,45
0,0
0,23
0,53
0,22
0,48
0,33
56951.66,67
0,43
0,0
0,0
0,0
0,6
0,0
0,12
0,8
0,38
0,23
0,7
0,22
0,46
0,34
0,24
0,33
0,35
0,54
0,18
0,48
0,12
0,0
0,1
0,0
0,1
0,1
0,16
0,5
0,9
0,35
56951.66,81
0,44
52733.019,82
0,31
0,44
0,0
0,0
0,0
0,12
56951.66,88
47459.718,86
0,16
0,28
0,28
0,22
0,45
0,8
0,36
56951.66,63
0,34
0,18
0,0
0,1
0,7
0,4
52733.019,84
56951.66,66
0,24
0,32
0,54
0,19
0,29
0,48
0,40
0,55
0,1
0,0
0,0
0,0
0,0
0,0
0,24
0,0
0,1
0,0
0,14
0,12
0,19
0,45
56951.66,63
0,49
0,17
0,36
0,44
56951.66,79
0,0
0,15
47459.718,82
0,23
56951.66,70
0,34
0,8
0,28
0,12
0,14
0,1
0,0
0,8
0,42
0,18
0,7
0,9
0,4
0,0
0,0
56951.66,127
23729.859,88
0,0
56951.66,72
0,8
0,14
45928.757,127
0,3
0,38
20053.4,94
0,4
0,0
56951.66,62
0,0
0,51
47459.718,64
3016.508,62
18734.099,62
0,1
0,17
0,60
0,42
0,6
0,4
0,34
0,19
54761.21,96
38480.851,97
27917.484,91
56951.66,112
0.001,104
56951.66,77
1623.479,87
56951.66,117
52733.019,127
54761.21,76
50849.699,76
0,0
0,18
0,2
0,0
0,2
0,0
0,0
0,0
0,15
56951.66,81
54761.21,61
0,51
8326.267,71
0,56
0,60
0,46
56951.66,82
44493.484,79
0,0
0,0
0,59
56951.66,64
1378.307,103
0,0
0,0
0,0
56951.66,83
56951.66,79
0,47
0,20
0,0
0,0
0,6
0,0
0,0
47459.718,96
56951.66,92
15475.996,67
56951.66,78
52733.019,86
0,13
0,0
0,0
0,0
0,0
0,0
54761.21,91
0,51
56951.66,84
0,19
0,35
0,0
0,4
0,50
56951.66,80
0,47
56951.66,84
0,58
56951.66,84
0,3
0,7
0,0
8230.009,69
0,59
56951.66,80
56951.66,90
0,0
47459.718,95
54761.21,80
0,0
0,0
0,0
0,59
38480.851,62
17363.312,66
54761.21,89
0,0
49096.257,97
29056.97,84
18022.677,65
52733.019,61
39549.765,60
0,0
0,0
0,0
54761.21,71
56951.66,97
56951.66,76
38480.851,65
47459.718,92
0,22
0,20
0,0
0,3
52733.019,100
0,55
56951.66,75
49096.257,90
0,9
0,2
0,0
0,0
0,15
0,56
0,58
56951.66,62
0,58
22964.378,65
0,15
0,0
54761.21,92
31639.812,63
1324.457,77
0,7
0,0
0,0
0,0
47459.718,95
0,54
1365.093,100
0,13
0,0
0,0
56951.66,66
0,59
56951.66,73
29056.97,65
6137.032,71
0,54
56951.66,63
56951.66,63
23340.845,84
27380.605,62
56951.66,100
0,0
0,0
0,0
0,0
0,0
0,0
0,52
0,49
3954.977,76
6356.212,64
0,49
25424.849,78
56951.66,83
54761.21,70
0,3
0,0
0,24
0,3
0,0
0,0
50849.699,94
29056.97,65
56951.66,92
19240.425,63
29662.326,60
16555.716,72
17154.113,62
0,52
56951.66,90
52733.019,90
0,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
52733.019,95
52733.019,99
34726.625,61
0,58
56951.66,86
0,0
0,0
0,0
56951.66,91
0,60
13559.92,78
33111.433,83
1362.48,87
0,24
0,19
0,3
0,0
0,0
0,0
0,0
52733.019,103
56951.66,69
52733.019,62
35594.789,60
0,30
0,0
0,0
0,0
0,0
0,0
0,0
47459.718,95
21572.599,62
56951.66,63
23729.859,62
56951.66,91
0,0
0,0
0,0
0,0
0,0
0,0
52733.019,81
0,47
0,57
0,55
0,33
0,0
0,0
0,28
0,0
56951.66,67
49096.257,92
0,0
0,0
0,0
47459.718,100
0,56
52733.019,91
0,0
0,0
0,0
56951.66,64
29056.97,74
37468.199,63
0,0
0,0
0,8
19503.994,63
0,54
52733.019,87
0,25
49096.257,91
52733.019,89
0,7
45928.757,97
0,58
52733.019,92
0,0
52733.019,87
0,55
35594.789,61
54761.21,87
0,0
52733.019,83
56951.66,61
0,3
0,6
50849.699,92
59324.652,88
52733.019,82
0,0
0,1
0,0
56951.66,63
45928.757,64
0,0
0,0
0,0
43145.199,71
14528.486,75
0,0
0,0
56951.66,87
36507.472,67
56951.66,70
54761.21,89
45928.757,87
52733.019,88
0,0
0,0
0,0
22964.378,60
56951.66,83
0,59
52733.019,61
52733.019,86
0,0
0,0
52733.019,100
52733.019,75
0,0
0,2
0,0
0,0
0,0
52733.019,98
50849.699,62
50849.699,85
0,0
0,0
0,0
52733.019,67
0,53
0,51
49096.257,83
0,0
0,0
0,54
0,58
52733.019,90
0,0
0,57
25424.849,69
7264.243,73
0,45
0,22
0,0
0,5
0,0
0,22
0,56
43145.199,64
50849.699,90
0,0
0,4
0,0
0,0
52733.019,85
47459.718,92
8089.725,67
0,47
0,1
0,0
0,0
0,31
0,43
52733.019,123
0,16
0,12
0,57
56951.66,75
52733.019,70
0,1
0,8
0,35
0,4
52733.019,103
56951.66,78
0,0
0,0
56951.66,82
0,0
50849.699,110
52733.019,68
47459.718,98
0,2
0,0
0,18
54761.21,76
52733.019,68
0,4
0,16
0,4
0,21
0,20
0,8
54761.21,63
0,0
0,0
0,0
0,0
0,22
0,52
0,16
0,7
0,16
0,6
0,0
0,16
0,0
0,30
0,10
0,16
0,28
0,25
0,16
0,55
0,28
0,44
0,20
54761.21,79
0,0
0,0
0,20
0,0
0,25
56951.66,82
47459.718,82
0,15
0,12
0,5
0,15
0,26
0,27
52733.019,97
0,8
0,16
0,16
0,43
0,18
0,53
0,12
0,20
0,36
0,0
0,0
0,27
0,30
0,19
0,12
0,43
0,48
0,0
0,6
0,44
0,0
0,15
0,0
0,0
0,19
0,0
50849.699,86
47459.718,79
52733.019,89
0,50
0,5
0,26
0,56
0,3
0,11
0,52
0,14
0,19
47459.718,79
0,23
0,0
0,0
0,9
0,0
0,0
0,0
0,4
0,0
0,0
0,0
0,0
0,3
47459.718,75
52733.019,85
0,29
0,50
0,18
0,35
0,9
0,37
0,51
0,3
0,13
0,15
0,17
0,25
0,37
0,34
0,52
0,49
0,0
0,9
