0	46
0	43
0	41
0	25
0	10
0	15
0	22
0	32
0	12
0	13
0	25
0	30
0	15
0	19
0	43
47459.718	83
0	16
0	58
0	29
0	5
0	28
0	5
0	44
0	23
0	15
0	20
0	25
0	28
0	28
0	31
0	46
0	40
56951.66	71
0	0
0	7
0	30
0	16
0	11
0	45
0	14
0	17
0	13
0	44
0	39
0	37
0	46
0	43
0	44
0	43
52733.019	78
0	9
0	0
0	7
0	0
0	8
0	49
0	21
0	28
0	16
0	26
0	35
0	17
0	30
0	13
0	11
0	29
0	13
0	45
0	38
0	31
0	0
49096.257	84
0	20
0	19
0	36
0	41
0	0
0	0
0	2
0	3
0	28
54761.21	82
0	34
0	38
0	19
0	17
0	16
0	5
0	17
0	29
0	19
0	29
0	21
0	19
0	27
0	23
0	17
0	27
0	11
0	36
0	19
0	35
0	48
0	43
0	30
0	36
0	57
0	0
0	0
0	34
0	16
0	26
0	24
0	32
0	19
0	24
0	43
0	36
0	43
0	42
0	42
0	45
0	55
0	0
0	0
0	3
0	17
0	27
0	18
0	32
0	33
0	30
0	19
0	17
0	57
0	12
0	27
0	16
0	35
0	44
0	44
0	41
0	39
0	0
0	22
0	2
0	7
0	18
0	19
0	11
0	20
0	11
0	21
0	44
0	44
0	39
0	50
0	4
0	0
52733.019	87
0	24
0	24
0	14
0	26
0	11
0	46
0	32
0	37
0	41
0	46
0	22
0	8
0	4
0	35
0	22
0	11
54761.21	61
0	16
0	20
0	15
0	18
0	42
0	43
0	39
0	5
0	5
0	33
0	22
0	20
0	23
0	21
0	20
0	20
0	16
0	19
56951.66	69
0	33
0	37
0	2
0	0
0	16
0	23
47459.718	85
0	20
0	6
0	30
0	19
0	41
0	39
0	51
0	46
56951.66	62
0	0
0	0
47459.718	89
0	50
0	15
0	15
0	25
0	12
0	22
0	0
0	0
0	0
0	42
47459.718	81
0	31
0	12
0	24
0	20
56951.66	63
0	48
0	34
0	5
45928.757	79
0	27
0	34
0	18
0	15
0	32
0	30
0	44
0	43
0	0
0	0
0	0
0	0
0	8
52733.019	84
0	38
0	24
0	22
0	20
0	19
56951.66	64
0	12
0	27
0	19
0	44
0	41
0	33
0	51
0	2
0	0
0	0
0	14
0	14
0	21
0	17
1326.926	61
0	47
0	45
0	15
0	4
0	26
0	46
0	15
0	10
0	20
0	35
0	0
0	0
0	18
0	16
0	14
0	31
0	58
0	3
0	7
0	25
0	33
0	21
0	27
0	42
0	40
0	56
0	0
0	7
0	22
0	23
0	13
0	45
0	48
0	47
0	42
0	14
0	46
0	3
0	0
0	2
52733.019	92
0	18
0	6
0	18
0	22
0	49
54761.21	86
0	3
52733.019	90
0	19
0	21
0	44
0	36
0	7
0	0
0	3
0	3
0	12
0	26
0	24
0	37
0	1
0	42
0	32
0	59
0	9
0	18
0	59
0	49
0	42
52733.019	78
0	0
0	25
0	19
0	32
0	5
0	30
0	18
0	44
0	44
0	36
0	1
0	0
47459.718	73
0	22
0	19
0	37
0	59
0	9
0	23
0	37
0	31
0	2
0	17
0	12
0	20
0	23
0	9
0	58
0	12
52733.019	81
0	6
0	24
0	32
0	17
0	46
0	41
56951.66	76
0	19
0	20
0	26
0	24
0	15
0	42
0	49
0	37
0	30
0	10
0	0
50849.699	78
0	23
0	44
52733.019	82
0	0
0	21
0	6
0	48
0	44
0	21
52733.019	89
0	29
0	37
0	30
0	0
0	2
0	22
0	23
0	19
0	23
0	44
52733.019	78
0	11
52733.019	87
0	18
0	47
0	34
0	2
0	24
56951.66	73
0	39
0	47
0	1
0	2
47459.718	81
0	17
0	16
0	36
0	40
0	41
0	46
54761.21	61
0	0
0	19
47459.718	85
0	41
0	23
0	52
0	32
0	6
0	31
0	23
0	23
52733.019	79
0	19
0	20
0	44
0	45
0	19
0	11
47459.718	86
0	21
0	43
0	57
0	7
0	15
0	52
0	39
0	11
0	28
0	45
0	52
0	42
0	40
0	44
52733.019	77
0	12
0	14
0	41
0	48
0	51
0	52
0	0
0	40
0	42
0	31
0	0
0	0
0	45
0	18
0	45
56951.66	76
0	6
0	12
0	13
0	22
0	28
0	37
56951.66	75
0	1
0	0
0	0
0	17
0	37
20938.111	62
0	44
0	59
0	55
0	0
0	9
0	20
0	22
0	36
0	12
0	12
0	30
0	16
0	46
52733.019	87
0	2
0	0
0	22
0	21
0	60
56951.66	72
0	27
56951.66	64
0	16
0	34
0	43
0	40
0	54
0	0
0	19
0	30
0	31
0	50
0	43
0	51
0	0
0	0
0	33
0	26
0	19
0	40
0	8
0	48
52733.019	78
0	29
0	29
0	18
0	29
0	37
0	17
0	38
47459.718	75
0	3
0	32
0	2
0	35
0	50
0	9
49096.257	84
0	25
0	19
0	46
0	44
0	0
0	4
47459.718	86
0	12
0	11
0	19
0	28
0	41
54761.21	78
0	6
0	38
0	20
0	40
0	22
0	38
0	60
0	0
0	1
0	15
0	18
0	20
0	44
0	41
0	31
0	0
0	0
0	19
0	36
0	25
0	35
0	49
0	49
52733.019	72
0	14
56951.66	88
0	19
0	19
0	26
0	15
0	47
0	42
0	44
0	33
0	0
0	31
0	37
0	38
0	20
0	35
0	17
0	24
0	42
0	46
0	1
0	21
0	0
0	1
0	2
0	20
56951.66	71
0	29
0	29
0	37
0	21
0	54
0	35
0	45
0	52
0	15
0	0
0	18
0	59
0	43
0	0
0	0
0	0
0	0
0	0
0	55
0	19
0	51
0	51
0	44
0	30
0	0
0	6
0	39
0	23
0	26
0	33
0	43
0	45
56951.66	71
56951.66	92
0	21
0	20
0	38
52733.019	67
0	11
50849.699	95
0	37
0	16
0	31
10546.605	65
0	44
56951.66	85
0	0
0	0
0	0
0	13
0	11
56951.66	65
0	28
0	43
0	0
0	13
0	20
0	23
0	17
0	35
0	48
0	46
0	44
0	13
0	0
0	4
0	28
0	46
0	29
0	48
52733.019	81
0	15
0	16
0	37
0	15
0	17
0	6
0	23
0	19
0	27
0	36
0	0
0	2
0	3
47459.718	83
0	26
0	7
0	57
0	24
0	36
0	43
52733.019	82
0	0
0	0
54761.21	80
0	16
0	25
0	31
0	45
56951.66	81
0	0
0	24
0	20
0	7
0	20
0	35
0	3
0	0
0	0
0	24
0	45
0	24
0	45
0	47
52733.019	82
0	0
0	21
0	27
0	14
0	47
0	53
0	27
0	9
0	21
0	27
0	46
0	47
0	35
0	3
0	17
0	41
0	35
0	47
0	10
0	27
0	17
0	42
0	39
0	40
56951.66	67
0	7
49096.257	96
0	30
0	21
56951.66	61
0	57
0	6
54761.21	75
0	11
0	21
0	35
0	51
0	45
56951.66	64
0	24
0	0
0	0
0	5
0	38
0	35
0	39
0	43
0	36
0	48
0	16
0	12
45928.757	81
0	19
0	19
0	22
0	27
0	16
0	37
56951.66	63
0	0
0	0
0	39
0	20
0	28
0	35
0	49
0	35
0	48
0	40
0	46
0	39
0	41
0	43
0	29
0	0
0	2
56951.66	73
0	22
0	28
0	40
0	51
0	38
0	46
0	31
0	5
0	21
0	23
0	46
56951.66	80
0	0
0	12
0	13
54761.21	79
0	23
0	28
0	23
0	19
0	22
0	26
56951.66	60
0	4
0	45
0	2
56951.66	66
0	0
0	0
0	0
0	8
0	23
0	25
0	18
0	24
0	33
0	51
0	48
56951.66	80
0	0
0	0
0	27
0	32
0	20
0	34
0	20
0	57
0	51
0	40
0	35
0	15
0	8
0	56
0	35
0	25
56951.66	61
0	10
0	48
0	41
0	47
0	48
0	42
0	48
0	30
0	5
0	3
0	17
0	18
56951.66	66
0	49
0	48
0	30
0	1
0	0
0	1
0	26
0	24
0	47
56951.66	63
0	6
0	22
0	21
0	20
0	24
0	19
0	19
0	28
0	27
0	22
0	25
0	33
0	20
0	51
0	45
0	48
0	38
0	31
0	0
0	4
0	33
0	7
0	21
0	21
0	15
0	38
0	47
0	2
0	0
0	3
0	0
54761.21	73
0	16
1091.865	62
56951.66	83
0	4
0	30
0	22
0	29
0	19
0	36
0	50
0	33
0	51
0	46
0	34
0	12
0	22
0	21
0	26
0	27
0	15
0	53
0	42
0	45
0	43
56951.66	80
0	6
47459.718	83
0	57
0	26
0	21
0	51
52733.019	83
0	9
54761.21	86
0	45
56951.66	63
0	9
45928.757	83
0	37
0	20
0	54
0	47
0	12
0	36
0	2
0	0
0	1
0	28
0	27
0	35
0	54
0	35
0	5
0	23
0	25
0	55
52733.019	87
0	0
0	17
0	24
0	42
54761.21	88
0	2
0	6
0	26
0	25
0	25
0	41
0	47
0	27
0	0
0	0
0	14
0	19
0	32
0	19
0	54
0	41
0	32
0	0
54761.21	93
0	12
0	31
0	60
0	49
0	48
0	7
49096.257	61
0	9
0	28
0	19
0	28
0	28
0	21
0	22
0	23
0	45
0	51
0	53
0	40
0	3
0	26
47459.718	82
0	16
0	26
0	46
0	0
54761.21	73
0	29
0	33
0	28
0	23
0	10
0	0
0	0
0	0
0	15
0	30
0	25
0	32
0	18
0	48
0	33
0	0
54761.21	84
47459.718	82
49096.257	81
0	12
0	41
0	48
1241.318	63
52733.019	90
0	7
0	27
0	18
0	23
0	23
0	7
56951.66	61
0	1
0	0
0	0
0	18
0	28
0	14
0	45
0	21
0	37
0	52
0	41
52733.019	80
0	0
0	37
0	44
0	40
0	42
0	20
0	36
0	23
0	17
0	20
0	28
0	57
0	57
0	32
47459.718	68
0	32
0	34
47459.718	82
0	24
0	33
0	23
0	21
0	22
0	48
47459.718	88
0	25
0	35
54761.21	81
47459.718	85
0	23
0	28
47459.718	87
54761.21	63
0	29
47459.718	80
47459.718	85
47459.718	83
0	24
49096.257	91
47459.718	89
47459.718	94
0	19
0	27
47459.718	81
0	43
47459.718	82
47459.718	86
0	36
0	26
47459.718	84
45928.757	83
52733.019	85
0	22
0	20
0	9
0	18
0	24
0	10
47459.718	91
0	37
47459.718	79
0	37
47459.718	87
0	54
